year,showname,potentialgross,difference,averageticket,seatssold,seatsintheater,previews,cap,diffcap
08-03-2009,Guys and Dolls,991197.0,100791.0,67.34,8248,1217,8,84.72,-11.6
08-03-2009,Hair,702828.0,0.0,66.47,6084,1412,0,86.18,0.0
08-03-2009,Hedda Gabler,605898.0,16586.0,46.86,4906,740,9,73.66,0.47
08-03-2009,Impressionism,732832.0,205512.0,58.74,4515,1071,0,60.22,-15.32
08-03-2009,In the Heights,936813.0,-29429.0,75.29,9404,1365,8,86.12,-2.52
08-03-2009,Jersey Boys,846719.0,-15070.0,104.91,8968,1222,8,91.73,-0.53
08-03-2009,Mamma Mia!,1192560.0,-37971.0,69.9,10254,1498,8,85.56,-3.12
08-03-2009,Mary Poppins,1195594.0,-61823.0,58.05,9061,1797,8,63.03,-7.23
08-03-2009,Shrek the Musical,1301080.0,-19018.0,67.15,8822,1735,8,63.56,-1.44
08-03-2009,South Pacific,987400.0,6057.0,110.68,7441,1041,8,89.35,1.25
08-03-2009,The 39 Steps,518320.0,-9182.0,62.78,2436,589,8,51.7,-9.91
08-03-2009,The American Plan,491777.0,-36049.0,55.67,3308,650,8,63.62,-17.4
08-03-2009,The Lion King,1304934.0,-70079.0,79.44,10240,1654,8,77.39,-8.61
08-03-2009,The Little Mermaid,1128090.0,-1065.0,63.51,9328,1520,8,76.71,0.54
08-03-2009,The Phantom of the Opera,1215993.0,6174.0,59.28,9767,1615,8,75.6,1.06
08-03-2009,West Side Story,1208909.0,23621.0,87.34,12209,1677,0,91.0,-4.6
08-03-2009,Wicked,1409846.0,-9589.0,88.38,13933,1809,8,96.28,1.55
08-03-2009,You're Welcome America,761273.0,-11612.0,101.91,8526,1067,8,99.88,-0.17
15-03-2009,33 Variations,855684.0,48086.0,62.1,5119,1063,8,60.2,1.86
15-03-2009,August: Osage County,749351.0,40753.0,57.59,4390,979,8,56.05,11.95
15-03-2009,Avenue Q,568137.0,69913.0,60.95,4872,796,8,76.51,11.34
15-03-2009,Billy Elliot: The Musical,1189169.0,87408.0,103.93,10004,1421,8,88.0,5.43
15-03-2009,Blithe Spirit,1069527.0,-13421.0,65.53,6490,1479,1,54.85,-2.98
15-03-2009,Chicago,894767.0,119674.0,65.53,7885,1080,8,91.26,19.99
15-03-2009,Exit the King,778685.0,229909.0,59.09,6023,1050,0,71.7,-16.86
15-03-2009,God of Carnage,711508.0,-2176.0,68.69,5740,1078,0,76.07,3.53
15-03-2009,Guys and Dolls,991197.0,45121.0,70.89,8472,1217,8,87.02,2.3
15-03-2009,Hair,1131831.0,214593.0,63.78,9705,1412,0,85.92,-0.26
15-03-2009,Hedda Gabler,540391.0,781.0,47.26,4880,740,8,82.43,8.77
15-03-2009,Impressionism,732832.0,22341.0,56.99,5046,1071,0,67.31,7.09
15-03-2009,In the Heights,936813.0,68208.0,75.18,10325,1365,8,94.55,8.43
15-03-2009,Irena's Vow,603763.0,0.0,45.44,4093,947,0,54.03,0.0
15-03-2009,Jersey Boys,846719.0,4318.0,103.22,9156,1222,8,93.66,1.93
15-03-2009,Mamma Mia!,1192560.0,97378.0,71.37,11407,1498,8,95.19,9.63
15-03-2009,Mary Poppins,1195594.0,133727.0,59.22,11140,1797,8,77.49,14.46
15-03-2009,Reasons to Be Pretty,223879.0,0.0,37.0,1035,910,0,37.91,0.0
15-03-2009,Shrek the Musical,1301080.0,52625.0,67.67,9531,1735,8,68.67,5.11
15-03-2009,South Pacific,987400.0,-10205.0,110.14,7385,1041,8,88.68,-0.67
15-03-2009,The 39 Steps,518320.0,36582.0,59.08,3208,589,8,68.08,16.38
15-03-2009,The American Plan,491777.0,-21897.0,53.34,3042,650,8,58.5,-5.12
15-03-2009,The Lion King,1304934.0,148717.0,85.55,11247,1654,8,85.0,7.61
15-03-2009,The Little Mermaid,1128090.0,59618.0,63.9,10204,1520,8,83.91,7.2
15-03-2009,The Phantom of the Opera,1215993.0,141963.0,60.23,11970,1615,8,92.65,17.05
15-03-2009,West Side Story,1208909.0,-17629.0,85.12,12320,1677,0,91.83,0.83
15-03-2009,Wicked,1409846.0,74030.0,91.84,14215,1809,8,98.22,1.94
15-03-2009,You're Welcome America,761273.0,11571.0,106.88,8238,1067,8,96.51,-3.37
22-03-2009,33 Variations,855684.0,49688.0,69.06,5322,1063,8,62.58,2.38
22-03-2009,August: Osage County,749351.0,18346.0,60.2,4504,979,8,57.51,1.46
22-03-2009,Avenue Q,568137.0,35208.0,61.4,5410,796,8,84.96,8.45
22-03-2009,Billy Elliot: The Musical,1189169.0,149248.0,106.16,11200,1421,8,98.52,10.52
22-03-2009,Blithe Spirit,1069527.0,215435.0,68.93,9295,1479,8,78.56,23.71
22-03-2009,Chicago,894767.0,75928.0,75.3,7870,1080,8,91.09,-0.17
22-03-2009,Exit the King,778685.0,12623.0,59.39,6205,1050,0,73.87,2.17
22-03-2009,God of Carnage,811569.0,32202.0,65.71,6491,1078,1,75.27,-0.8
22-03-2009,Guys and Dolls,991197.0,83618.0,70.48,9707,1217,8,99.7,12.68
22-03-2009,Hair,1131831.0,41619.0,64.68,10214,1412,0,90.42,4.5
22-03-2009,Hedda Gabler,540391.0,12223.0,47.8,5081,740,8,85.83,3.4
22-03-2009,Impressionism,837522.0,65711.0,59.69,5918,1071,0,69.07,1.76
22-03-2009,In the Heights,936813.0,54804.0,81.26,10227,1365,8,93.65,-0.9
22-03-2009,Irena's Vow,603763.0,20049.0,43.99,4684,947,0,61.83,7.8
22-03-2009,Jersey Boys,846719.0,86987.0,104.96,9833,1222,8,100.58,6.92
22-03-2009,Joe Turner's Come and Gone,294228.0,0.0,36.02,2175,1018,0,53.41,0.0
22-03-2009,Mamma Mia!,1192560.0,68777.0,75.12,11753,1498,8,98.07,2.88
22-03-2009,Mary Poppins,1195594.0,137779.0,59.75,13348,1797,8,92.85,15.36
22-03-2009,Reasons to Be Pretty,522383.0,68152.0,38.81,2743,910,0,43.06,5.15
22-03-2009,Rock of Ages,431938.0,0.0,39.55,5805,979,0,98.83,0.0
22-03-2009,Shrek the Musical,1301080.0,84953.0,69.5,10503,1735,8,75.67,7.0
22-03-2009,South Pacific,987400.0,75649.0,108.85,8168,1041,8,98.08,9.4
22-03-2009,The 39 Steps,518320.0,42190.0,60.39,3837,589,8,81.43,13.35
22-03-2009,The American Plan,491777.0,-46782.0,48.65,2374,650,8,45.65,-12.85
22-03-2009,The Lion King,1304934.0,165956.0,89.98,12537,1654,8,94.75,9.75
22-03-2009,The Little Mermaid,1128090.0,68628.0,66.19,10889,1520,8,89.55,5.64
22-03-2009,The Phantom of the Opera,1215993.0,113115.0,64.62,12908,1615,8,99.91,7.26
22-03-2009,West Side Story,1057795.0,-44208.0,74.12,13552,1677,4,101.01,9.18
22-03-2009,Wicked,1409846.0,138999.0,99.81,14472,1809,8,100.0,1.78
29-03-2009,33 Variations,855684.0,-62823.0,61.07,4990,1063,8,58.68,-3.9
29-03-2009,August: Osage County,749351.0,-18811.0,62.08,4065,979,8,51.9,-5.61
29-03-2009,Avenue Q,568137.0,-46786.0,61.23,4661,796,8,73.19,-11.77
29-03-2009,Billy Elliot: The Musical,1189169.0,-42395.0,103.92,11033,1421,8,97.05,-1.47
29-03-2009,Blithe Spirit,1069527.0,-15934.0,68.3,9147,1479,8,77.31,-1.25
29-03-2009,Chicago,894767.0,-54249.0,68.82,7823,1080,8,90.54,-0.55
29-03-2009,Exit the King,778685.0,-805.0,65.62,5604,1050,5,66.71,-7.16
29-03-2009,God of Carnage,811569.0,214605.0,78.61,8155,1078,8,94.56,19.29
29-03-2009,Guys and Dolls,991197.0,-38810.0,69.54,9281,1217,8,95.33,-4.37
29-03-2009,Hair,1131831.0,-7741.0,64.26,10160,1412,0,89.94,-0.48
29-03-2009,Hedda Gabler,540391.0,20577.0,48.69,5411,740,8,91.4,5.57
29-03-2009,Impressionism,832532.0,-64206.0,61.51,4699,1071,8,54.84,-14.23
29-03-2009,In the Heights,936813.0,-59786.0,77.66,9931,1365,8,90.94,-2.71
29-03-2009,Irena's Vow,603763.0,-24313.0,45.06,4033,947,1,53.23,-8.6
29-03-2009,Jersey Boys,846719.0,-21311.0,103.51,9765,1222,8,99.89,-0.69
29-03-2009,Joe Turner's Come and Gone,588456.0,64023.0,36.89,3859,1018,0,47.38,-6.03
29-03-2009,Mamma Mia!,1192560.0,-13264.0,73.53,11828,1498,8,98.7,0.63
29-03-2009,Mary Poppins,1195594.0,-54688.0,59.26,12536,1797,8,87.2,-5.65
29-03-2009,Next to Normal,291595.0,0.0,51.0,2435,772,0,78.85,0.0
29-03-2009,Reasons to Be Pretty,597009.0,15180.0,39.37,3089,910,0,42.43,-0.63
29-03-2009,Rock of Ages,498732.0,9512.0,39.28,6087,979,0,88.82,-10.01
29-03-2009,Shrek the Musical,1301080.0,-61695.0,68.45,9763,1735,8,70.34,-5.33
29-03-2009,South Pacific,987400.0,-6357.0,109.9,8032,1041,8,96.45,-1.63
29-03-2009,The 39 Steps,518320.0,-19066.0,60.46,3517,589,8,74.64,-6.79
29-03-2009,The Lion King,1304934.0,-28412.0,87.77,12530,1654,8,94.69,-0.06
29-03-2009,The Little Mermaid,1128090.0,-45840.0,68.37,9870,1520,8,81.17,-8.38
29-03-2009,The Phantom of the Opera,1215993.0,-50935.0,61.25,12786,1615,8,98.96,-0.95
29-03-2009,West Side Story,1225805.0,165075.0,85.65,13656,1697,8,100.59,-0.42
29-03-2009,Wicked,1409846.0,-30774.0,97.69,14472,1809,8,100.0,0.0
05-04-2009,33 Variations,855684.0,-928.0,61.4,4948,1063,8,58.18,-0.5
05-04-2009,August: Osage County,749351.0,-12085.0,61.13,3930,979,8,50.18,-1.72
05-04-2009,Avenue Q,568137.0,-38969.0,59.84,4118,796,8,64.67,-8.52
05-04-2009,Billy Elliot: The Musical,1155201.0,-102630.0,103.0,10135,1421,8,89.15,-7.9
05-04-2009,Blithe Spirit,1069527.0,-48805.0,68.12,8455,1479,8,71.46,-5.85
05-04-2009,Chicago,894767.0,-39523.0,68.18,7317,1080,8,84.69,-5.85
05-04-2009,Exit the King,778685.0,84746.0,67.68,6686,1050,8,79.6,12.89
05-04-2009,God of Carnage,811569.0,48781.0,82.75,8337,1078,8,96.67,2.11
05-04-2009,Guys and Dolls,991197.0,-127772.0,73.32,7060,1217,8,72.51,-22.82
05-04-2009,Hair,988830.0,-45846.0,73.64,8243,1412,7,83.4,-6.54
05-04-2009,Impressionism,832532.0,36444.0,65.23,4990,1071,8,58.24,3.4
05-04-2009,In the Heights,936813.0,-35942.0,77.96,9432,1365,8,86.37,-4.57
05-04-2009,Irena's Vow,603763.0,-8652.0,50.87,3402,947,8,44.9,-8.33
05-04-2009,Jersey Boys,846719.0,-36065.0,102.91,9472,1222,8,96.89,-3.0
05-04-2009,Joe Turner's Come and Gone,588456.0,22923.0,36.08,4581,1018,0,56.25,8.87
05-04-2009,Mamma Mia!,1192560.0,-21644.0,74.27,11418,1498,8,95.28,-3.42
05-04-2009,Mary Poppins,1195594.0,-17437.0,63.54,11416,1797,8,79.41,-7.79
05-04-2009,Mary Stuart,689649.0,0.0,45.66,3205,1152,0,39.74,0.0
05-04-2009,Next to Normal,572275.0,82278.0,47.13,4381,772,0,70.94,-7.91
05-04-2009,Reasons to Be Pretty,597009.0,-1032.0,39.02,3091,910,5,42.46,0.03
05-04-2009,Rock of Ages,586311.0,45085.0,38.51,7379,979,0,94.22,5.4
05-04-2009,Shrek the Musical,1301080.0,78842.0,72.49,10306,1735,8,74.25,3.91
05-04-2009,South Pacific,987400.0,-53582.0,110.34,7514,1041,8,90.23,-6.22
05-04-2009,The 39 Steps,518320.0,-33481.0,59.96,2988,589,8,63.41,-11.23
05-04-2009,The Lion King,1304934.0,-51674.0,89.08,11765,1654,8,88.91,-5.78
05-04-2009,The Little Mermaid,1128090.0,-30930.0,70.4,9147,1520,8,75.22,-5.95
05-04-2009,The Phantom of the Opera,1215993.0,-18718.0,61.17,12496,1615,8,96.72,-2.24
05-04-2009,Waiting for Godot,339027.0,0.0,55.45,3688,1004,0,91.83,0.0
05-04-2009,West Side Story,1225805.0,65080.0,92.61,13332,1697,8,98.2,-2.39
05-04-2009,Wicked,1409846.0,-5635.0,99.63,14133,1809,8,97.66,-2.34
12-04-2009,33 Variations,855684.0,21476.0,61.83,5261,1063,8,61.87,3.69
12-04-2009,9 to 5,980219.0,0.0,52.34,9661,1611,0,99.95,0.0
12-04-2009,Accent on Youth,395742.0,0.0,49.76,2925,650,0,64.29,0.0
12-04-2009,August: Osage County,749351.0,21549.0,59.58,4394,979,8,56.1,5.92
12-04-2009,Avenue Q,568137.0,101154.0,63.04,5514,796,8,86.59,21.92
12-04-2009,Billy Elliot: The Musical,1155201.0,163564.0,107.16,11268,1421,8,99.12,9.97
12-04-2009,Blithe Spirit,1069527.0,45806.0,70.21,8856,1479,8,74.85,3.39
12-04-2009,Chicago,894767.0,265324.0,87.44,8739,1080,8,101.15,16.46
12-04-2009,Exit the King,778685.0,63178.0,69.23,7449,1050,8,88.68,9.08
12-04-2009,God of Carnage,811569.0,54313.0,87.75,8481,1078,8,98.34,1.67
12-04-2009,Guys and Dolls,991197.0,208174.0,77.49,9366,1217,8,96.2,23.69
12-04-2009,Hair,1131831.0,215877.0,73.66,11171,1412,8,98.89,15.49
12-04-2009,Impressionism,832532.0,-28028.0,61.96,4801,1071,8,56.03,-2.21
12-04-2009,In the Heights,936813.0,145993.0,84.05,10486,1365,8,96.03,9.66
12-04-2009,Irena's Vow,603763.0,-27952.0,54.01,2687,947,8,35.47,-9.43
12-04-2009,Jersey Boys,846719.0,69056.0,105.51,9893,1222,8,101.2,4.31
12-04-2009,Joe Turner's Come and Gone,588456.0,-3774.0,34.9,4628,1018,0,56.83,0.58
12-04-2009,Mamma Mia!,1192560.0,173632.0,83.98,12165,1498,8,101.51,6.23
12-04-2009,Mary Poppins,1195594.0,325393.0,77.21,13610,1797,8,94.67,15.26
12-04-2009,Mary Stuart,789048.0,26444.0,45.76,3776,1152,0,40.97,1.23
12-04-2009,Next to Normal,502509.0,-30157.0,48.04,3670,772,0,67.91,-3.03
12-04-2009,Reasons to Be Pretty,597009.0,36443.0,39.28,3998,910,8,54.92,12.46
12-04-2009,Rock of Ages,526810.0,90958.0,49.23,7621,979,7,97.31,3.09
12-04-2009,Shrek the Musical,1301080.0,292956.0,79.89,13018,1735,8,93.79,19.54
12-04-2009,South Pacific,987400.0,45708.0,110.62,7908,1041,8,94.96,4.73
12-04-2009,The 39 Steps,518320.0,68746.0,58.37,4247,589,8,90.13,26.72
12-04-2009,The Lion King,1304934.0,361358.0,106.51,13233,1654,8,100.01,11.1
12-04-2009,The Little Mermaid,1128090.0,359926.0,83.65,12000,1520,8,98.68,23.46
12-04-2009,The Norman Conquests,532350.0,0.0,51.84,1852,780,0,33.92,0.0
12-04-2009,The Phantom of the Opera,1215993.0,187293.0,73.09,13021,1615,8,100.78,4.06
12-04-2009,The Philanthropist,270103.0,0.0,46.05,2600,740,0,87.84,0.0
12-04-2009,Waiting for Godot,678054.0,180686.0,54.01,7132,1004,0,88.79,-3.04
12-04-2009,West Side Story,1225805.0,74135.0,95.8,13661,1697,8,100.63,2.43
12-04-2009,Wicked,1409846.0,116055.0,105.32,14472,1809,8,100.0,2.34
19-04-2009,33 Variations,855684.0,-23467.0,66.99,4505,1063,8,52.98,-8.89
19-04-2009,9 to 5,1139420.0,29683.0,47.49,11272,1611,0,99.95,0.0
19-04-2009,Accent on Youth,452276.0,40630.0,50.52,3685,650,0,70.87,6.58
19-04-2009,August: Osage County,749351.0,-37108.0,60.61,3707,979,8,47.33,-8.77
19-04-2009,Avenue Q,568137.0,-25366.0,61.0,5282,796,8,82.95,-3.64
19-04-2009,Billy Elliot: The Musical,1155201.0,-24830.0,105.41,11220,1421,8,98.7,-0.42
19-04-2009,Blithe Spirit,1069527.0,-18300.0,72.46,8328,1479,8,70.39,-4.46
19-04-2009,Chicago,894767.0,-143364.0,79.57,7802,1080,8,90.3,-10.85
19-04-2009,Desire Under the Elms,1070492.0,0.0,48.25,4127,1403,0,36.77,0.0
19-04-2009,Exit the King,778685.0,34646.0,69.84,7880,1050,8,93.81,5.13
19-04-2009,God of Carnage,811569.0,-10424.0,88.19,8320,1078,8,96.47,-1.87
19-04-2009,Guys and Dolls,991197.0,-47895.0,75.28,9005,1217,8,92.49,-3.71
19-04-2009,Hair,1131831.0,38561.0,76.98,11191,1412,8,99.07,0.18
19-04-2009,Impressionism,832532.0,-17398.0,62.7,4467,1071,8,52.14,-3.89
19-04-2009,In the Heights,936813.0,-73129.0,80.05,10096,1365,8,92.45,-3.58
19-04-2009,Irena's Vow,603763.0,51121.0,50.02,3923,947,8,51.78,16.31
19-04-2009,Jersey Boys,846719.0,23697.0,107.84,9899,1222,8,101.26,0.06
19-04-2009,Joe Turner's Come and Gone,588456.0,31024.0,38.72,4972,1018,5,61.05,4.22
19-04-2009,Mamma Mia!,1192560.0,-15672.0,83.51,12046,1498,8,100.52,-0.99
19-04-2009,Mary Poppins,1195594.0,-127085.0,72.58,12726,1797,8,88.52,-6.15
19-04-2009,Mary Stuart,789048.0,16848.0,48.94,3875,1150,1,42.12,1.15
19-04-2009,Next to Normal,572275.0,40498.0,51.93,4175,772,7,67.6,-0.31
19-04-2009,Reasons to Be Pretty,597009.0,-10278.0,42.02,3493,910,8,47.98,-6.94
19-04-2009,Rock of Ages,526810.0,38873.0,55.19,7502,979,8,95.79,-1.52
19-04-2009,Shrek the Musical,1301080.0,-108328.0,81.13,11484,1735,8,82.74,-11.05
19-04-2009,South Pacific,987400.0,31975.0,111.84,8108,1041,8,97.36,2.4
19-04-2009,The 39 Steps,518320.0,-14989.0,59.81,3894,589,8,82.64,-7.49
19-04-2009,The Lion King,1304934.0,-23135.0,105.03,13199,1654,8,99.75,-0.26
19-04-2009,The Little Mermaid,1128090.0,-78930.0,81.43,11359,1520,8,93.41,-5.27
19-04-2009,The Norman Conquests,606879.0,-388.0,50.89,1879,780,0,30.11,-3.81
19-04-2009,The Phantom of the Opera,1215993.0,-34336.0,70.52,13008,1615,8,100.68,-0.1
19-04-2009,The Philanthropist,540206.0,96518.0,45.97,4704,740,0,79.46,-8.38
19-04-2009,Waiting for Godot,678054.0,15877.0,54.62,7343,1004,0,91.42,2.63
19-04-2009,West Side Story,1225805.0,1518.0,95.75,13684,1697,8,100.8,0.17
19-04-2009,Wicked,1409846.0,14983.0,106.35,14472,1809,8,100.0,0.0
26-04-2009,33 Variations,855684.0,-10617.0,64.34,4526,1063,8,53.22,0.24
26-04-2009,9 to 5,1139420.0,89898.0,58.45,10698,1611,0,94.87,-5.08
26-04-2009,Accent on Youth,452276.0,-9256.0,49.27,3591,650,0,69.06,-1.81
26-04-2009,August: Osage County,749351.0,-21115.0,65.99,3085,979,8,39.39,-7.94
26-04-2009,Avenue Q,568137.0,-85637.0,56.92,4156,796,8,65.26,-17.69
26-04-2009,Billy Elliot: The Musical,1155201.0,-24102.0,103.74,11168,1421,8,98.24,-0.46
26-04-2009,Blithe Spirit,1069527.0,-79035.0,74.5,7039,1479,8,59.49,-10.9
26-04-2009,Chicago,894767.0,-104252.0,69.24,7460,1080,8,86.34,-3.96
26-04-2009,Desire Under the Elms,1070492.0,-8622.0,46.45,4101,1403,0,36.54,-0.23
26-04-2009,Exit the King,778685.0,-30240.0,69.72,7459,1050,8,88.8,-5.01
26-04-2009,God of Carnage,811569.0,13393.0,88.33,8459,1078,8,98.09,1.62
26-04-2009,Guys and Dolls,991197.0,-123941.0,70.41,7867,1217,8,80.8,-11.69
26-04-2009,Hair,1131831.0,-31703.0,74.63,11118,1412,8,98.42,-0.65
26-04-2009,Impressionism,832532.0,-67552.0,68.2,3116,1071,8,36.37,-15.77
26-04-2009,In the Heights,936813.0,-117028.0,76.55,9029,1365,8,82.68,-9.77
26-04-2009,Irena's Vow,603763.0,-345.0,50.14,3907,947,8,51.57,-0.21
26-04-2009,Jersey Boys,846719.0,-29912.0,105.83,9804,1222,8,100.29,-0.97
26-04-2009,Joe Turner's Come and Gone,588456.0,71267.0,41.92,6293,1018,8,77.27,16.22
26-04-2009,Mamma Mia!,1192560.0,-130384.0,74.1,11817,1498,8,98.61,-1.91
26-04-2009,Mary Poppins,1195594.0,-161310.0,62.19,12259,1797,8,85.27,-3.25
26-04-2009,Mary Stuart,789048.0,93843.0,55.55,5103,1150,8,55.47,13.35
26-04-2009,Next to Normal,572275.0,-9032.0,50.94,4079,772,8,66.05,-1.55
26-04-2009,Reasons to Be Pretty,597009.0,-42515.0,48.44,2152,910,8,29.56,-18.42
26-04-2009,Rock of Ages,526810.0,-37501.0,51.63,7293,979,8,93.12,-2.67
26-04-2009,Shrek the Musical,1301080.0,-237994.0,73.63,9422,1735,8,67.88,-14.86
26-04-2009,South Pacific,987400.0,-63848.0,111.31,7573,1041,8,90.93,-6.43
26-04-2009,The 39 Steps,518320.0,-60281.0,61.26,2818,589,8,59.8,-22.84
26-04-2009,The Lion King,1304934.0,-258232.0,88.21,12788,1654,8,96.64,-3.11
26-04-2009,The Little Mermaid,1128090.0,-235695.0,67.14,10266,1520,8,84.42,-8.99
26-04-2009,The Norman Conquests,606879.0,35779.0,50.64,2595,780,5,41.59,11.48
26-04-2009,The Phantom of the Opera,1215993.0,-153073.0,63.12,12108,1615,8,93.72,-6.96
26-04-2009,The Philanthropist,540206.0,-36747.0,46.06,3897,740,1,65.83,-13.63
26-04-2009,Waiting for Godot,678054.0,-15336.0,52.86,7297,1004,0,90.85,-0.57
26-04-2009,West Side Story,1225805.0,-118473.0,87.87,13563,1697,8,99.9,-0.9
26-04-2009,Wicked,1409846.0,-80460.0,101.75,14336,1809,8,99.06,-0.94
03-05-2009,33 Variations,855684.0,-10435.0,66.25,4238,1063,8,49.84,-3.38
03-05-2009,9 to 5,1139420.0,41653.0,53.58,12448,1611,4,96.59,1.72
03-05-2009,Accent on Youth,452276.0,-41213.0,52.93,2564,650,7,49.31,-19.75
03-05-2009,August: Osage County,749351.0,-23151.0,54.74,3296,979,8,42.08,2.69
03-05-2009,Avenue Q,568137.0,-31575.0,56.98,3598,796,8,56.5,-8.76
03-05-2009,Billy Elliot: The Musical,1155201.0,-84850.0,103.03,10421,1421,8,91.67,-6.57
03-05-2009,Blithe Spirit,1069527.0,-29024.0,73.66,6726,1479,8,56.85,-2.64
03-05-2009,Chicago,894767.0,1069.0,67.91,7622,1080,8,88.22,1.88
03-05-2009,Desire Under the Elms,1070492.0,13247.0,48.19,4228,1403,8,37.67,1.13
03-05-2009,Exit the King,778685.0,-123604.0,72.19,5492,1050,8,65.38,-23.42
03-05-2009,God of Carnage,811569.0,30792.0,94.81,8205,1078,8,95.14,-2.95
03-05-2009,Guys and Dolls,991197.0,-130345.0,66.55,6365,1217,8,65.38,-15.42
03-05-2009,Hair,1131831.0,-16174.0,73.13,11125,1412,8,98.49,0.07
03-05-2009,Impressionism,832532.0,-31911.0,65.56,2755,1071,8,32.15,-4.22
03-05-2009,In the Heights,936813.0,-58900.0,73.54,8598,1365,8,78.74,-3.94
03-05-2009,Irena's Vow,603763.0,-41392.0,53.44,2891,947,8,38.16,-13.41
03-05-2009,Jersey Boys,846719.0,-24259.0,104.66,9682,1222,8,99.04,-1.25
03-05-2009,Joe Turner's Come and Gone,588456.0,-78844.0,50.55,3659,1018,8,44.93,-32.34
03-05-2009,Mamma Mia!,1192560.0,25633.0,75.79,11891,1498,8,99.22,0.61
03-05-2009,Mary Poppins,1195594.0,-102984.0,61.07,10798,1797,8,75.11,-10.16
03-05-2009,Mary Stuart,789048.0,12960.0,56.03,5291,1150,8,57.51,2.04
03-05-2009,Next to Normal,572275.0,17908.0,50.59,4461,772,8,72.23,6.18
03-05-2009,Reasons to Be Pretty,597009.0,3157.0,47.67,2253,910,8,30.95,1.39
03-05-2009,Rock of Ages,526810.0,21436.0,53.3,7467,979,8,95.34,2.22
03-05-2009,Shrek the Musical,1301080.0,-135140.0,70.46,7928,1735,8,57.12,-10.76
03-05-2009,South Pacific,987400.0,-22291.0,111.02,7392,1041,8,88.76,-2.17
03-05-2009,The 39 Steps,518320.0,-47667.0,60.11,2079,589,8,44.12,-15.68
03-05-2009,The Lion King,1304934.0,-78876.0,81.35,12897,1654,8,97.47,0.83
03-05-2009,The Little Mermaid,1128090.0,-62670.0,64.83,9665,1520,8,79.48,-4.94
03-05-2009,The Norman Conquests,606879.0,53403.0,54.79,3373,780,8,54.05,12.46
03-05-2009,The Phantom of the Opera,1215993.0,-59156.0,63.33,11135,1615,8,86.18,-7.54
03-05-2009,The Philanthropist,539919.0,-3738.0,47.39,3709,740,8,62.65,-3.18
03-05-2009,Waiting for Godot,678054.0,-40126.0,53.36,6476,1004,4,80.63,-10.22
03-05-2009,West Side Story,1225805.0,8698.0,89.35,13437,1697,8,98.98,-0.92
03-05-2009,Wicked,1409846.0,-73884.0,95.75,14462,1809,8,99.93,0.87
10-05-2009,33 Variations,855684.0,7107.0,66.09,4356,1063,8,51.22,1.38
10-05-2009,9 to 5,1306958.0,95453.0,65.54,11632,1611,8,90.25,-6.34
10-05-2009,Accent on Youth,446633.0,47153.0,54.49,3356,650,8,64.54,15.23
10-05-2009,August: Osage County,749351.0,-12623.0,64.37,2607,979,8,33.29,-8.79
10-05-2009,Avenue Q,568137.0,-27265.0,57.67,3082,796,8,48.4,-8.1
10-05-2009,Billy Elliot: The Musical,1155201.0,46492.0,105.03,10666,1421,8,93.82,2.15
10-05-2009,Blithe Spirit,1069527.0,37117.0,74.54,7144,1479,8,60.38,3.53
10-05-2009,Chicago,894767.0,-66835.0,66.32,6797,1080,8,78.67,-9.55
10-05-2009,Desire Under the Elms,1070492.0,-11483.0,56.3,3415,1403,8,30.43,-7.24
10-05-2009,Exit the King,778685.0,30675.0,70.75,6037,1050,8,71.87,6.49
10-05-2009,God of Carnage,811569.0,19857.0,94.1,8478,1078,8,98.31,3.17
10-05-2009,Guys and Dolls,991197.0,32068.0,67.55,6746,1217,8,69.29,3.91
10-05-2009,Hair,1131831.0,1153.0,74.39,10952,1412,8,96.95,-1.54
10-05-2009,Impressionism,832532.0,44980.0,65.54,3442,1071,8,40.17,8.02
10-05-2009,In the Heights,936813.0,21009.0,74.1,8816,1365,8,80.73,1.99
10-05-2009,Irena's Vow,603763.0,30782.0,52.02,3562,947,8,47.02,8.86
10-05-2009,Jersey Boys,846719.0,322.0,103.95,9751,1222,8,99.74,0.7
10-05-2009,Joe Turner's Come and Gone,588456.0,50085.0,50.03,4698,1018,8,57.69,12.76
10-05-2009,Mamma Mia!,1192560.0,-70594.0,74.6,11135,1498,8,92.92,-6.3
10-05-2009,Mary Poppins,1195594.0,-32438.0,60.03,10445,1797,8,72.66,-2.45
10-05-2009,Mary Stuart,789048.0,12844.0,58.48,5289,1150,8,57.49,-0.02
10-05-2009,Next to Normal,572275.0,53198.0,52.4,5322,772,8,86.17,13.94
10-05-2009,Reasons to Be Pretty,597009.0,20760.0,48.64,2635,910,8,36.2,5.25
10-05-2009,Rock of Ages,526810.0,-19787.0,51.12,7398,979,8,94.46,-0.88
10-05-2009,Shrek the Musical,1301080.0,31265.0,67.71,8712,1735,8,62.77,5.65
10-05-2009,South Pacific,987400.0,36268.0,111.25,7703,1041,8,92.5,3.74
10-05-2009,The 39 Steps,518320.0,-12096.0,62.57,1804,589,8,38.29,-5.83
10-05-2009,The Lion King,1304934.0,-41.0,83.73,12530,1654,8,94.69,-2.78
10-05-2009,The Little Mermaid,1128090.0,5763.0,65.53,9650,1520,8,79.36,-0.12
10-05-2009,The Norman Conquests,606879.0,61308.0,56.54,4353,780,8,69.76,15.71
10-05-2009,The Phantom of the Opera,1215993.0,-62219.0,62.29,10322,1615,8,79.89,-6.29
